Name,BSE Code,NSE Code,Industry Group,Industry
Flomic Global,504380,,Transport Services,Logistics Solution Provider
Fervent Synerg.,533896,,Commercial Services & Supplies,Trading & Distributors
Accel,517494,,IT - Software,Computers - Software & Consulting
Xelpmoc Design,542367,XELPMOC,IT - Software,Software Products
Uniinfo Telecom,,UNIINFO,Telecom - Services,Other Telecom Services
Laxmi Organic,543277,LXCHEM,Chemicals & Petrochemicals,Specialty Chemicals
Vedavaag Systems,533056,,IT - Services,IT Enabled Services
Progrex Ventures,531265,,Food Products,Other Food Products
Plaza Wires,544003,PLAZACABLE,Industrial Products,Cables - Electricals
Systematix Corp.,526506,SYSTMTXC,Capital Markets,Stockbroking & Allied
Himalaya Food,526899,,Agricultural Food & other Products,Other Agricultural Products
Suryalak. Cott.,521200,SURYALAXMI,Textiles & Apparels,Other Textile Products
Suryalata Spg.,514138,,Textiles & Apparels,Other Textile Products
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail
Waa Solar,541445,,Power,Power Generation
Heranba Inds,543266,HERANBA,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Medicamen Biotec,531146,MEDICAMEQ,Pharmaceuticals & Biotechnology,Pharmaceuticals
B.L.Kashyap,532719,BLKASHYAP,Construction,Civil Construction
Mitshi India,523782,,Commercial Services & Supplies,Trading & Distributors
Salasar Techno,540642,SALASAR,Industrial Manufacturing,Industrial Products
Priya,524580,,Commercial Services & Supplies,Trading & Distributors
CIAN Agro,519477,,Agricultural Food & other Products,Edible Oil
Containerway Int,540597,,Transport Services,Logistics Solution Provider
Storage Tech,544171,,Industrial Products,Other Industrial Products
Cropster Agro,523105,,Industrial Products,Packaging
Continental Seed,,CONTI,Commercial Services & Supplies,Trading & Distributors
Hinduja Global,532859,HGS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Adinath Textiles,514113,,Textiles & Apparels,Other Textile Products
Citichem India,544324,,Chemicals & Petrochemicals,Trading - Chemicals
India Home Loans,530979,,Finance,Housing Finance Company
Yogi Infra Proj.,522209,,Finance,Other Financial Services
Relaxo Footwear,530517,RELAXO,Consumer Durables,Footwear
Giriraj Civil,,GIRIRAJ,Construction,Civil Construction
Blue Pearl Agri,514440,,Chemicals & Petrochemicals,Commodity Chemicals
Esconet,,ESCONET,IT - Hardware,Computers Hardware & Equipments
Aten Papers,544417,,"Paper, Forest & Jute Products",Paper & Paper Products
SPP Polymer,,SPPPOLY,Industrial Products,Packaging
Modern Steels,513303,,Industrial Products,Iron & Steel Products
Kavveri Defence,590041,KAVDEFENCE,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Rasandik Engg.,522207,,Auto Components,Auto Components & Equipments
Sahara Maritime,544056,,Transport Services,Logistics Solution Provider
Jain Irrigat-DVR,570004,JISLDVREQS,Industrial Products,Plastic Products - Industrial
Delta Industrial,539596,,Finance,Other Financial Services
I T D C,532189,ITDC,Leisure Services,Hotels & Resorts
Indian Acrylics,514165,,Chemicals & Petrochemicals,Petrochemicals
Mahalaxmi Fab.,544233,MFML,Textiles & Apparels,Other Textile Products
Himatsing. Seide,514043,HIMATSEIDE,Textiles & Apparels,Other Textile Products
RattanIndia Pow.,533122,RTNPOWER,Power,Power Generation
Thakral Services,509015,,Industrial Manufacturing,Industrial Products
Aptech,532475,APTECHT,Other Consumer Services,Education
ERP Soft Systems,530909,,Commercial Services & Supplies,Diversified Commercial Services
Sumedha Fiscal,530419,,Finance,Other Financial Services
Madhav Marbles,515093,MADHAV,Consumer Durables,Granites & Marbles
Keerthi Indus,518011,,Cement & Cement Products,Cement & Cement Products
T.V. Today Netw.,532515,TVTODAY,Entertainment,TV Broadcasting & Software Production
Steel Strips Inf,513173,,Realty,"Residential, Commercial Projects"
Titan Intech,521005,,IT - Services,IT Enabled Services
Comrade Applian.,543921,,Consumer Durables,Consumer Electronics
Shalimar Paints,509874,SHALPAINTS,Consumer Durables,Paints
Jiwanram Sheo,,JIWANRAM,Industrial Products,Other Industrial Products
Ola Electric,544225,OLAELEC,Automobiles,2/3 Wheelers
United Cotfab,544195,,Textiles & Apparels,Other Textile Products
Manaksia,532932,MANAKSIA,Industrial Products,Iron & Steel Products
Shree Precoated,533110,,Industrial Products,Iron & Steel Products
Sharda Ispat,513548,,Industrial Products,Iron & Steel Products
Nihar Info Glob.,531083,,IT - Software,Software Products
Agro Phos India,,AGROPHOS,Fertilizers & Agrochemicals,Fertilizers
IL&FS Inv.Manag.,511208,IVC,Capital Markets,Asset Management Company
Vedant Asset,543623,,Capital Markets,Financial Products Distributor
HLE Glascoat,522215,HLEGLAS,Industrial Manufacturing,Industrial Products
Bharat Immunolog,524663,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Madhusudan Sec.,511000,,Finance,Non Banking Financial Company (NBFC)
Vaibhav Global,532156,VAIBHAVGBL,Consumer Durables,"Gems, Jewellery And Watches"
Winsol Engineers,,WINSOL,Construction,Civil Construction
Vishal Bearings,539398,,Auto Components,Auto Components & Equipments
Suryavanshi Spg.,514140,,Textiles & Apparels,Other Textile Products
Anjani Foods,511153,,Food Products,Packaged Foods
Intl. Combustion,505737,,Industrial Manufacturing,Industrial Products
Art Nirman Ltd,,ARTNIRMAN,Realty,"Residential, Commercial Projects"
Univa Foods,526683,UNIVAFOODS,Leisure Services,Hotels & Resorts
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,"Tour, Travel Related Services"
Silly Monks,,SILLYMONKS,Entertainment,Media & Entertainment
Amit Internation,531300,,Textiles & Apparels,Other Textile Products
Mafia Trends,543613,,Retailing,Speciality Retail
Naman Industries Proxima,,NAMAN,Consumer Durables,"Furniture, Home Furnishing"
Spencer's Retail,542337,SPENCERS,Retailing,Diversified Retail
Allied Digital,532875,ADSL,IT - Services,IT Enabled Services
Kaycee Inds.,504084,,Electrical Equipment,Other Electrical Equipment
Palm Jewels,541444,,Commercial Services & Supplies,Trading & Distributors
Kaya Ltd,539276,KAYA,Leisure Services,Wellness
Natraj Proteins,530119,,Agricultural Food & other Products,Edible Oil
Fourth Gen.,532403,,IT - Software,Software Products
East Buildtech,507917,,Realty,"Residential, Commercial Projects"
Andrew Yule & Co,526173,ANDREWYU,Agricultural Food & other Products,Tea & Coffee
Garment Mantra,539216,,Textiles & Apparels,Garments & Apparels
Delta Auto.,,DELTIC,Automobiles,2/3 Wheelers
Sungarner Energ.,,SEL,Electrical Equipment,Other Electrical Equipment
Shaival Reality,,SHAIVAL,Commercial Services & Supplies,Diversified Commercial Services
Elango Industrie,513452,,Industrial Products,Iron & Steel Products
Andhra Petrochem,500012,,Chemicals & Petrochemicals,Commodity Chemicals
Sarthak Industri,531930,,Commercial Services & Supplies,Trading & Distributors
Synoptics Techno,,SYNOPTICS,IT - Services,IT Enabled Services
Dhruv Consultanc,541302,DHRUV,Commercial Services & Supplies,Consulting Services
Mukta Arts,532357,MUKTAARTS,Entertainment,"Film Production, Distribution & Exhibition"
Dolphin Medical,526504,,Healthcare Services,Healthcare Service Provider
AksharChem (I),524598,AKSHARCHEM,Chemicals & Petrochemicals,Dyes And Pigments
Fiberweb (India),507910,FIBERWEB,Textiles & Apparels,Other Textile Products
Vascon Engineers,533156,VASCONEQ,Realty,"Residential, Commercial Projects"
DJS Stock,511636,,Finance,Other Financial Services
Quick Heal Tech,539678,QUICKHEAL,IT - Software,Software Products
Mercury EV-Tech,531357,,Automobiles,Passenger Cars & Utility Vehicles
Eurotex Industri,521014,EUROTEXIND,Textiles & Apparels,Other Textile Products
Pagaria Energy,531396,,IT - Software,Software Products
Dolphin Kitchen Utensils,544170,,Consumer Durables,Household Appliances
Phaarmasia,523620,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Affordable Robo.,541402,AFFORDABLE,Industrial Manufacturing,Industrial Products
MCON Rasayan,,MCON,Other Construction Materials,Other Construction Materials
Sabar Flex India,,SABAR,Industrial Products,Packaging
VMS Industries,533427,,Transport Infrastructure,Port & Port services
Prit Nandy Comm.,532387,PNC,Entertainment,"Film Production, Distribution & Exhibition"
Moksh Ornaments,,MOKSH,Consumer Durables,"Gems, Jewellery And Watches"
Raconteur Global,541703,,Retailing,Speciality Retail
Navkar Urban.,531494,NAVKARURB,Construction,Civil Construction
Presstonic Engi.,,PRESSTONIC,Industrial Manufacturing,Industrial Products
Kush Industries,514240,,Textiles & Apparels,Other Textile Products
Gajanand Inter.,,GAJANAND,Textiles & Apparels,Other Textile Products
Lambodhara Text.,590075,LAMBODHARA,Textiles & Apparels,Other Textile Products
Shivalic Power,,SPCL,Electrical Equipment,Other Electrical Equipment
Patspin India,514326,,Textiles & Apparels,Other Textile Products
Eastcoast Steel,520081,,Industrial Products,Iron & Steel Products
Prakash Steelage,533239,PRAKASHSTL,Industrial Products,Iron & Steel Products
RKEC Projects,,RKEC,Construction,Civil Construction
Jayshree Chem.,506520,,Chemicals & Petrochemicals,Commodity Chemicals
Exicom Tele-Sys.,544133,EXICOM,Electrical Equipment,Heavy Electrical Equipment
Rushil Decor,533470,RUSHIL,Consumer Durables,Plywood Boards/ Laminates
Lexus Granito,,LEXUS,Consumer Durables,"Furniture, Home Furnishing"
Paragon Fine,,PARAGON,Chemicals & Petrochemicals,Dyes And Pigments
Regis Industries,543208,,Finance,Non Banking Financial Company (NBFC)
DSJ Keep Learn,526677,KEEPLEARN,Other Consumer Services,Education
Davangere Sugar,543267,DAVANGERE,Diversified FMCG,Diversified FMCG
Samrat Pharma,530125,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Veejay Lak. Eng.,522267,,Industrial Manufacturing,Industrial Products
Key Corp,507948,,Finance,Non Banking Financial Company (NBFC)
V R Films & Stud,542654,,Entertainment,"Film Production, Distribution & Exhibition"
Balkrishna Paper,539251,BALKRISHNA,"Paper, Forest & Jute Products",Paper & Paper Products
California Soft.,532386,CALSOFT,IT - Software,Computers - Software & Consulting
The Byke Hospi.,531373,BYKE,Leisure Services,Hotels & Resorts
Anjani Finance,531878,,Finance,Non Banking Financial Company (NBFC)
Nectar Lifesci.,532649,NECLIFE,Pharmaceuticals & Biotechnology,Pharmaceuticals
Orissa Bengal,541206,OBCL,Transport Services,Logistics Solution Provider
Shivam Autotech,532776,SHIVAMAUTO,Auto Components,Auto Components & Equipments
SwarnsaritaJewel,526365,,Consumer Durables,"Gems, Jewellery And Watches"
Universal Auto.,539314,,Auto Components,Auto Components & Equipments
Capfin India,539198,,Finance,Non Banking Financial Company (NBFC)
JK Agri Genetics,536493,,Agricultural Food & other Products,Other Agricultural Products
Prolife Indust.,,PROLIFE,Chemicals & Petrochemicals,Dyes And Pigments
Radiowalla,,RADIOWALLA,Entertainment,Media & Entertainment
Essen Speciality,,ESFL,Consumer Durables,Plastic Products - Consumer
Bannari Amm Spg.,532674,BASML,Textiles & Apparels,Other Textile Products
Shahi Shipping,526508,,Transport Services,Shipping
Tirupati Sarjan,531814,,Realty,"Residential, Commercial Projects"
Nirav Commercial,512425,,Commercial Services & Supplies,Trading & Distributors
63 Moons Tech.,526881,63MOONS,IT - Software,Computers - Software & Consulting
Pruden. Sugar,500342,PRUDMOULI,Agricultural Food & other Products,Sugar
Kabra Drugs,524322,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Tranway21 Tech.,542923,,IT - Software,Computers - Software & Consulting
Promax Power,543375,,Construction,Civil Construction
Alphageo (India),526397,ALPHAGEO,Oil,Offshore Support Solution Drilling
Swasth Foodtech,544368,,Agricultural Food & other Products,Other Agricultural Products
Daikaffil Chem,530825,,Chemicals & Petrochemicals,Specialty Chemicals
Williamson Magor,519224,WILLAMAGOR,Finance,Investment Company
Hampton Sky,526407,,Realty,"Residential, Commercial Projects"
Shanti Guru Inds,534708,,Retailing,Diversified Retail
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,Industrial Products
Bharat Agri Fert,531862,,Fertilizers & Agrochemicals,Fertilizers
Plada Infotech S,,PLADAINFO,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Vadivarhe Speci.,,VSCL,Chemicals & Petrochemicals,Specialty Chemicals
Deccan Transcon,,DECCANTRAN,Transport Services,Logistics Solution Provider
Anmol India,542437,ANMOL,Consumable Fuels,Trading - Coal
Deem Roll-Tech,,DEEM,Industrial Products,Iron & Steel Products
Shanti Overseas,,SHANTI,Agricultural Food & other Products,Edible Oil
Globe Enterprises,,GLOBE,Textiles & Apparels,Other Textile Products
Valencia India,544433,,Leisure Services,Hotels & Resorts
Transworld Shipp,520151,TRANSWORLD,Transport Services,Shipping
Octal Credit Cap,538894,,Finance,Non Banking Financial Company (NBFC)
Cosmo Ferrites,523100,,Industrial Manufacturing,Industrial Products
India Power Corp,,DPSCLTD,Power,Integrated Power Utilities
Padam Cotton,531395,,Textiles & Apparels,Other Textile Products
Creative Eye,532392,CREATIVEYE,Entertainment,Media & Entertainment
Equilateral Ent.,531262,,Electrical Equipment,Other Electrical Equipment
Solid Stone Co,513699,,Other Construction Materials,Other Construction Materials
Kisaan Parivar,519230,,Commercial Services & Supplies,Trading & Distributors
Kakatiya Cement,500234,KAKATCEM,Cement & Cement Products,Cement & Cement Products
Central Bank,532885,CENTRALBK,Banks,Public Sector Bank
Kalyan Capitals,538778,,Finance,Non Banking Financial Company (NBFC)
Cyber Media Res.,,CMRSL,Media,Advertising & Media Agencies
Integra Essentia,535958,ESSENTIA,Commercial Services & Supplies,Trading & Distributors
UCO Bank,532505,UCOBANK,Banks,Public Sector Bank
Garbi Finvest,539492,,Finance,Non Banking Financial Company (NBFC)
TBI Corn,,TBI,Agricultural Food & other Products,Other Agricultural Products
Emkay Taps & Cut,,EMKAYTOOLS,Industrial Manufacturing,Industrial Products
Incredible Indus,538365,INCREDIBLE,Industrial Products,Iron & Steel Products
Goel Food,543538,,Leisure Services,Hotels & Resorts
Indifra Ltd,,INDIFRA,Gas,Gas Transmission/Marketing
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products
Alcokraft Dist.,,ALCODIS,Beverages,Breweries & Distilleries
Indian Emuls,,IEML,Chemicals & Petrochemicals,Specialty Chemicals
Sakuma Exports,532713,SAKUMA,Commercial Services & Supplies,Trading & Distributors
Envair Electrody,500246,,Industrial Manufacturing,Industrial Products
Virinchi,532372,VIRINCHI,IT - Software,Software Products
Oswal Yarns,514460,,Commercial Services & Supplies,Trading & Distributors
Gorani Industrie,531608,,Consumer Durables,Houseware
Nephro Care,,NEPHROCARE,Healthcare Services,Hospital
Annvrridhhi Ven,538539,,Agricultural Food & other Products,Other Agricultural Products
Libas Consumer,,LIBAS,Textiles & Apparels,Garments & Apparels
Suratwwala Busi.,543218,SBGLP,Realty,"Residential, Commercial Projects"
CLC Industries,521082,CLCIND,Textiles & Apparels,Other Textile Products
KCD Industries,540696,,Commercial Services & Supplies,Trading & Distributors
NDTV,532529,NDTV,Entertainment,TV Broadcasting & Software Production
Mono Pharmacare,,MONOPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals
Sibar Auto Parts,520141,,Auto Components,Auto Components & Equipments
Cambridge Tech.,532801,CTE,IT - Software,Computers - Software & Consulting
Utique Enterp.,500014,,Non - Ferrous Metals,Precious Metals
BF Utilities,532430,BFUTILITIE,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
Oriental Trimex,532817,ORIENTALTL,Consumer Durables,Granites & Marbles
Cont. Chemicals,506935,,IT - Software,Software Products
Hind.Construct.,500185,HCC,Construction,Civil Construction
Cedaar Textile,,CEDAAR,Textiles & Apparels,Other Textile Products
MIC Electronics,532850,MICEL,Industrial Products,Other Industrial Products
United Interacti,502893,,IT - Services,IT Enabled Services
Aditya Consumer,540146,,Retailing,Diversified Retail
Purv Flexi,,PURVFLEXI,Industrial Products,Plastic Products - Industrial
Odigma Consultan,544301,ODIGMA,IT - Services,IT Enabled Services
S A Tech Soft.,,SATECH,IT - Software,Computers - Software & Consulting
Revathi Equip,544246,RVTH,Industrial Manufacturing,Industrial Products
Omega Ag Seeds,519479,,Agricultural Food & other Products,Other Agricultural Products
Trom Industries,,TROM,Electrical Equipment,Heavy Electrical Equipment
Veritaas Adver.,,VERITAAS,Media,Advertising & Media Agencies
Praveg,531637,,Leisure Services,Hotels & Resorts
Jhandewala Foods,540850,,Food Products,Packaged Foods
Guj. Lease Fin.,500174,GLFL,Finance,Other Financial Services
KKalpana Inds.,526409,,Chemicals & Petrochemicals,Specialty Chemicals
Pun. & Sind Bank,533295,PSB,Banks,Public Sector Bank
Maris Spinners,531503,,Textiles & Apparels,Other Textile Products
Aimco Pesticides,524288,,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Spandana Sphoort,542759,SPANDANA,Finance,Microfinance Institutions
Magenta Life,544188,,Consumer Durables,"Furniture, Home Furnishing"
Omaxe,532880,OMAXE,Realty,"Residential, Commercial Projects"
V.L.Infraproject,,VLINFRA,Construction,Civil Construction
MPL Plastics,526143,,Industrial Products,Packaging
Xchanging Sol.,532616,XCHANGING,IT - Software,Computers - Software & Consulting
Shyama Computro.,531219,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Indsil Hydro,522165,,Ferrous Metals,Ferro & Silica Manganese
Bombay Talkies,511246,,Entertainment,"Film Production, Distribution & Exhibition"
Asian Granito,532888,ASIANTILES,Consumer Durables,Ceramics
Fraser & Company,539032,,Commercial Services & Supplies,Trading & Distributors
Shreeoswal Seeds,,OSWALSEEDS,Agricultural Food & other Products,Other Agricultural Products
Jayant Infratech,543544,,Construction,Civil Construction
Upsurge Seeds,,USASEEDS,Agricultural Food & other Products,Other Agricultural Products
Magellanic Cloud,538891,MCLOUD,IT - Software,Computers - Software & Consulting
Tierra Agrotech,543531,,Agricultural Food & other Products,Other Agricultural Products
Hilton Met.Forg.,532847,HILTON,Industrial Products,Castings & Forgings
M K Proteins,543919,MKPL,Agricultural Food & other Products,Edible Oil
TCI Industries,532262,,Commercial Services & Supplies,Diversified Commercial Services
Infronics Sys.,537985,,IT - Software,Software Products
Blue Cloud Soft.,539607,,IT - Software,Software Products
Jagjanani Text.,532825,,Textiles & Apparels,Other Textile Products
Kohinoor Foods,512559,KOHINOOR,Agricultural Food & other Products,Other Agricultural Products
OK Play India,526415,,Consumer Durables,Leisure Products
Medicamen Organ.,,MEDIORG,Pharmaceuticals & Biotechnology,Pharmaceuticals
Surani Steel Tub,,SURANI,Industrial Products,Iron & Steel Products
FratelliVineyard,541741,,Beverages,Breweries & Distilleries
Shemaroo Entert.,538685,SHEMAROO,Entertainment,Media & Entertainment
Digidrive Dist.,544079,DIGIDRIVE,Retailing,E-Retail/ E-Commerce
Galada Power,504697,,Electrical Equipment,Other Electrical Equipment
Shelter Infra,526839,,Construction,Civil Construction
Tarmat,532869,TARMAT,Construction,Civil Construction
I O B,532388,IOB,Banks,Public Sector Bank
Muthoot Cap.Serv,511766,MUTHOOTCAP,Finance,Non Banking Financial Company (NBFC)
Gconnect Logitec,544156,,Transport Services,Logistics Solution Provider
Asian Petroprod.,524434,,Chemicals & Petrochemicals,Commodity Chemicals
Raunaq Intl.,537840,,Construction,Civil Construction
Radaan Media.,590070,RADAAN,Entertainment,Media & Entertainment
Sattva Sukun,539519,,Retailing,Distributors
Zodiac Cloth. Co,521163,ZODIACLOTH,Textiles & Apparels,Garments & Apparels
City Online Ser.,538674,,Telecom - Services,Telecom - Cellular & Fixed line services
Supreme Infra.,532904,SUPREMEINF,Construction,Civil Construction
Neelam Linens,,NEELAM,Textiles & Apparels,Other Textile Products
Global Surfaces,543829,GSLSU,Consumer Durables,Granites & Marbles
AKI India,542020,AKI,Consumer Durables,Leather And Leather Products
HCP Plastene,526717,,Industrial Products,Packaging
K2 Infragen,,K2INFRA,Construction,Civil Construction
Bombay Metrics,,BMETRICS,Commercial Services & Supplies,Trading & Distributors
South. Magnesium,513498,,Minerals & Mining,Industrial Minerals
GVP Infotech,,GVPTECH,IT - Software,Computers - Software & Consulting
Swashthik Plas.,544035,,Industrial Products,Plastic Products - Industrial
QVC Exports,,QVCEL,Ferrous Metals,Ferro & Silica Manganese
Ahlada Engineers,,AHLADA,Consumer Durables,"Furniture, Home Furnishing"
Docmode Health,,DHTL,Other Consumer Services,E-Learning
Sarthak Metals,540393,SMLT,Industrial Products,Iron & Steel Products
MFL India,526622,,Transport Services,Logistics Solution Provider
Suncare Traders,539526,,Commercial Services & Supplies,Trading & Distributors
Rajnish Retail,530525,,Consumer Durables,"Gems, Jewellery And Watches"
Sharanam Infra,539584,,Commercial Services & Supplies,Trading & Distributors
Vani Commercials,538918,,Finance,Non Banking Financial Company (NBFC)
Reliable Ventur.,532124,,Leisure Services,Hotels & Resorts
Uma Exports,543513,UMAEXPORTS,Commercial Services & Supplies,Trading & Distributors
Delta Corp,532848,DELTACORP,Leisure Services,Amusement Parks/ Other Recreation
Tridhya Tech,,TRIDHYA,Commercial Services & Supplies,Diversified Commercial Services
Electro Force,,EFORCE,Electrical Equipment,Other Electrical Equipment
Biogen Pharma,531752,,Finance,Other Financial Services
Lamosaic India,,LAMOSAIC,Consumer Durables,Plywood Boards/ Laminates
Raj Packaging,530111,,Industrial Products,Packaging
PC Jeweller,534809,PCJEWELLER,Consumer Durables,"Gems, Jewellery And Watches"
Adroit Info.,532172,ADROITINFO,IT - Services,IT Enabled Services
Ashnisha Indus.,541702,,Commercial Services & Supplies,Trading & Distributors
Chemcrux Enterp.,540395,,Chemicals & Petrochemicals,Specialty Chemicals
Naperol Invest.,500298,,Finance,Investment Company
Consecutive Commodities,539091,,Finance,Investment Company
Aik Pipes & Poly,544072,,Industrial Products,Plastic Products - Industrial
Tejnaksh Health.,539428,,Healthcare Services,Healthcare Service Provider
Zenlabs Ethica,530697,,Commercial Services & Supplies,Diversified Commercial Services
Orient Press,526325,ORIENTLTD,Industrial Products,Packaging
G-Tec Janix,,GTECJAINX,Other Consumer Services,E-Learning
Anand Rayons,542721,,Textiles & Apparels,Trading - Textile Products
Associated Cera.,531168,,Other Construction Materials,Other Construction Materials
Mid India Inds.,500277,,Textiles & Apparels,Other Textile Products
Hindustan Motors,500500,HINDMOTORS,Automobiles,Passenger Cars & Utility Vehicles
Foundry Fuel,513579,,Consumable Fuels,Coal
Nagarjuna Fert.,539917,NAGAFERT,Fertilizers & Agrochemicals,Fertilizers
Rite Zone,,RITEZONE,Chemicals & Petrochemicals,Specialty Chemicals
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting
Popular Estate,531870,,Construction,Civil Construction
Take Solutions,532890,TAKE,Healthcare Services,"Healthcare Research, Analytics & Technology"
Gourmet Gateway,506134,,Leisure Services,Restaurants
IKOMA Technologies,531997,,Industrial Manufacturing,Industrial Products
Square Four Pro.,526532,,Chemicals & Petrochemicals,Commodity Chemicals
Patel Integrated,526381,PATINTLOG,Transport Services,Logistics Solution Provider
Skyline Ventures,538919,,Realty,"Residential, Commercial Projects"
Arnold Holdings,537069,,Finance,Non Banking Financial Company (NBFC)
Franklin Indust.,540190,,Commercial Services & Supplies,Trading & Distributors
Picturepost Stu.,,PPSL,Entertainment,"Film Production, Distribution & Exhibition"
Bombay Super Hyb,,BSHSL,Agricultural Food & other Products,Other Agricultural Products
Addictive Learn,,ADDICTIVE,Other Consumer Services,E-Learning
Dhanlaxmi Bank,532180,DHANBANK,Banks,Private Sector Bank
Solve Plastic,,BALCO,Industrial Products,Plastic Products - Industrial
Olympic Oil Ind.,507609,,Agricultural Food & other Products,Other Agricultural Products
Baweja Studios L,,BAWEJA,Entertainment,"Film Production, Distribution & Exhibition"
Telogica,532975,,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Adani Total Gas,542066,ATGL,Gas,LPG/CNG/PNG/LNG Supplier
Alkali Metals,533029,ALKALI,Chemicals & Petrochemicals,Specialty Chemicals
Sreechem Resins,514248,,Chemicals & Petrochemicals,Commodity Chemicals
ROX Hi-Tech,,ROXHITECH,IT - Services,IT Enabled Services
Droneacharya Aer,543713,,Commercial Services & Supplies,Diversified Commercial Services
Khyati Multimed.,531692,,Leisure Services,Hotels & Resorts
Aion-Tech Soluti,531439,GOLDTECH,IT - Software,Software Products
Alok Industries,521070,ALOKINDS,Textiles & Apparels,Other Textile Products
Sona Machinery,,SONAMAC,Industrial Manufacturing,Industrial Products
Cell Point,,CELLPOINT,Retailing,Speciality Retail
Accuracy Shippi.,544598,ACCURACY,Transport Services,Logistics Solution Provider
K G Denim,500239,,Textiles & Apparels,Other Textile Products
Hathway Cable,533162,HATHWAY,Entertainment,TV Broadcasting & Software Production
Goyal Aluminiums,541152,GOYALALUM,Commercial Services & Supplies,Trading & Distributors
Caspian Corporat,534732,,Finance,Other Financial Services
Nagreeka Cap.,532895,NAGREEKCAP,Finance,Investment Company
Sical Logistics,520086,SICALLOG,Transport Services,Logistics Solution Provider
Rama Paper Mills,500357,,"Paper, Forest & Jute Products",Paper & Paper Products
Advance Syntex,539982,,Industrial Products,Packaging
Trident Texofab,540726,,Textiles & Apparels,Other Textile Products
Kuber Udyog,539408,,Finance,Non Banking Financial Company (NBFC)
Homesfy Realty,,HOMESFY,Realty,Real Estate related services
Bloom Dekor,526225,,Industrial Products,Plastic Products - Industrial
Euphoria Infotec,544094,,IT - Services,IT Enabled Services
Tata Tele. Mah.,532371,TTML,Telecom - Services,Telecom - Cellular & Fixed line services
Humming Bird Edu,542592,,Other Consumer Services,Education
Mayur Leather,531680,,Consumer Durables,"Gems, Jewellery And Watches"
Ironwood Educa,508918,,Other Consumer Services,Education
North Eastn.Car.,534615,NECCLTD,Transport Services,Logistics Solution Provider
Pace E-Commerce,543637,,Retailing,E-Retail/ E-Commerce
Rajshree Sugars,500354,RAJSREESUG,Agricultural Food & other Products,Sugar
Handson Global,532761,HGM,IT - Services,IT Enabled Services
Benara Bearings,541178,,Industrial Manufacturing,Industrial Products
Superior Indus.,519234,,Agricultural Food & other Products,Edible Oil
Dhatre Udyog,540080,,Industrial Products,Iron & Steel Products
Kenvi Jewels,540953,,Consumer Durables,"Gems, Jewellery And Watches"
E-Land Apparel,532820,,Textiles & Apparels,Other Textile Products
Sanginita Chemi.,,SANGINITA,Chemicals & Petrochemicals,Specialty Chemicals
Sparc Electrex,531370,,IT - Software,Computers - Software & Consulting
Inventure Grow.,533506,INVENTURE,Capital Markets,Stockbroking & Allied
Swastik Pipe,,SWASTIK,Industrial Products,Iron & Steel Products
Swati Projects,543914,,Finance,Non Banking Financial Company (NBFC)
Picturehouse,532355,,Entertainment,"Film Production, Distribution & Exhibition"
Zee Entertainmen,505537,ZEEL,Entertainment,TV Broadcasting & Software Production
Priti Internati.,,PRITI,Consumer Durables,"Furniture, Home Furnishing"
Walchan. Inds.,507410,WALCHANNAG,Industrial Manufacturing,Industrial Products
Next Mediaworks,532416,NEXTMEDIA,Entertainment,Media & Entertainment
Autoline Industr,532797,AUTOIND,Auto Components,Auto Components & Equipments
Simbhaoli Sugar,539742,SIMBHALS,Agricultural Food & other Products,Sugar
Vista Pharma.,524711,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Net Avenue,,CBAZAAR,Retailing,E-Retail/ E-Commerce
Mishtann Foods,539594,,Food Products,Packaged Foods
Baron Infotech,532336,,IT - Software,Software Products
EL Forge,531144,,Auto Components,Auto Components & Equipments
S T C,512531,STCINDIA,Commercial Services & Supplies,Trading & Distributors
Valiant Organics,540145,VALIANTORG,Chemicals & Petrochemicals,Specialty Chemicals
Eureka Industrie,521137,,Textiles & Apparels,Other Textile Products
OnMobile Global,532944,ONMOBILE,Media,Web based media and service
Vashu Bhagnani,532011,,Entertainment,"Film Production, Distribution & Exhibition"
Pan India Corpor,511525,,Finance,Investment Company
Jain Irrigation,500219,JISLJALEQS,Industrial Products,Plastic Products - Industrial
